film_id,title,film_duration,description,special_features,release_year,rental_duration,rental_rate,replacement_cost,language,category,total_copias
939,"VERTIGO NORTHWEST",90,"A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan","Commentaries,Behind the Scenes",2006,4,2.99,17.99,English,Comedy,4
978,"WISDOM WORKER",98,"A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station","Deleted Scenes,Behind the Scenes",2006,3,0.99,12.99,English,Comedy,3
1000,"ZORRO ARK",50,"A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery","Trailers,Commentaries,Behind the Scenes",2006,3,4.99,18.99,English,Comedy,8
1,"ACADEMY DINOSAUR",86,"A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies","Deleted Scenes,Behind the Scenes",2006,6,0.99,20.99,English,Documentary,8
3,"ADAPTATION HOLES",50,"A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory","Trailers,Deleted Scenes",2006,7,2.99,18.99,English,Documentary,4
40,"ARMY FLINTSTONES",148,"A Boring Saga of a Database Administrator And a Womanizer who must Battle a Waitress in Nigeria","Trailers,Commentaries",2006,4,0.99,22.99,English,Documentary,4
58,"BEACH HEARTBREAKERS",122,"A Fateful Display of a Womanizer And a Mad Scientist who must Outgun a A Shark in Soviet Georgia","Deleted Scenes,Behind the Scenes",2006,6,2.99,16.99,English,Documentary,4
62,"BED HIGHBALL",106,"A Astounding Panorama of a Lumberjack And a Dog who must Redeem a Woman in An Abandoned Fun House","Trailers,Commentaries,Deleted Scenes",2006,5,2.99,23.99,English,Documentary,2
72,"BILL OTHERS",93,"A Stunning Saga of a Mad Scientist And a Forensic Psychologist who must Challenge a Squirrel in A MySQL Convention","Trailers,Commentaries",2006,6,2.99,12.99,English,Documentary,6
85,"BONNIE HOLOCAUST",63,"A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan","Deleted Scenes",2006,4,0.99,29.99,English,Documentary,4
101,"BROTHERHOOD BLANKET",73,"A Fateful Character Study of a Butler And a Technical Writer who must Sink a Astronaut in Ancient Japan","Behind the Scenes",2006,3,0.99,26.99,English,Documentary,6
129,"CAUSE DATE",179,"A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention","Commentaries,Deleted Scenes,Behind the Scenes",2006,3,2.99,16.99,English,Documentary,6
142,"CHICKEN HELLFIGHTERS",122,"A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,3,0.99,24.99,English,Documentary,5
150,"CIDER DESIRE",101,"A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia","Behind the Scenes",2006,7,2.99,9.99,English,Documentary,6
156,"CLERKS ANGELS",164,"A Thrilling Display of a Sumo Wrestler And a Girl who must Confront a Man in A Baloon",Commentaries,2006,3,4.99,15.99,English,Documentary,2
164,"COAST RAINBOW",55,"A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,4,0.99,20.99,English,Documentary,5
199,"CUPBOARD SINNERS",56,"A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park","Behind the Scenes",2006,4,2.99,29.99,English,Documentary,8
206,"DANCING FEVER",144,"A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank","Commentaries,Behind the Scenes",2006,6,0.99,25.99,English,Documentary,8
219,"DEEP CRUSADE",51,"A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia","Commentaries,Behind the Scenes",2006,6,4.99,20.99,English,Documentary,4
248,"DOZEN LION",177,"A Taut Drama of a Cat And a Girl who must Defeat a Frisbee in The Canadian Rockies","Commentaries,Deleted Scenes,Behind the Scenes",2006,6,4.99,20.99,English,Documentary,2
261,"DUFFEL APOCALYPSE",171,"A Emotional Display of a Boat And a Explorer who must Challenge a Madman in A MySQL Convention",Commentaries,2006,5,0.99,13.99,English,Documentary,2
274,"EGG IGBY",67,"A Beautiful Documentary of a Boat And a Sumo Wrestler who must Succumb a Database Administrator in The First Manned Space Station","Commentaries,Behind the Scenes",2006,4,2.99,20.99,English,Documentary,7
295,"EXPENDABLE STALLION",97,"A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat","Trailers,Behind the Scenes",2006,3,0.99,14.99,English,Documentary,8
336,"FRENCH HOLIDAY",99,"A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin","Behind the Scenes",2006,5,4.99,22.99,English,Documentary,5
393,"HALLOWEEN NUTS",47,"A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat","Deleted Scenes",2006,6,2.99,19.99,English,Documentary,2
400,"HARDLY ROBBERS",72,"A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin","Trailers,Behind the Scenes",2006,7,2.99,15.99,English,Documentary,2
407,"HAWK CHILL",47,"A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia","Behind the Scenes",2006,5,0.99,12.99,English,Documentary,2
412,"HEAVYWEIGHTS BEAST",102,"A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park","Deleted Scenes",2006,6,4.99,25.99,English,Documentary,8
427,"HOMEWARD CIDER",103,"A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse",Trailers,2006,5,0.99,19.99,English,Documentary,4
441,"HUNTER ALTER",125,"A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank","Commentaries,Deleted Scenes,Behind the Scenes",2006,5,2.99,21.99,English,Documentary,2
457,"INDEPENDENCE HOTEL",157,"A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery","Trailers,Behind the Scenes",2006,5,0.99,21.99,English,Documentary,6
466,"INTOLERABLE INTENTIONS",63,"A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention","Commentaries,Behind the Scenes",2006,6,4.99,20.99,English,Documentary,2
544,"MADISON TRAP",147,"A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat","Commentaries,Deleted Scenes,Behind the Scenes",2006,4,2.99,11.99,English,Documentary,4
552,"MAJESTIC FLOATS",130,"A Thrilling Character Study of a Moose And a Student who must Escape a Butler in The First Manned Space Station",Trailers,2006,5,0.99,15.99,English,Documentary,4
571,"METAL ARMAGEDDON",161,"A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory","Trailers,Commentaries,Deleted Scenes",2006,6,2.99,26.99,English,Documentary,6
575,"MIDSUMMER GROUNDHOG",48,"A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan","Trailers,Deleted Scenes",2006,3,4.99,27.99,English,Documentary,6
576,"MIGHTY LUCK",122,"A Astounding Epistle of a Mad Scientist And a Pioneer who must Escape a Database Administrator in A MySQL Convention","Behind the Scenes",2006,7,2.99,13.99,English,Documentary,3
587,"MOD SECRETARY",77,"A Boring Documentary of a Mad Cow And a Cat who must Build a Lumberjack in New Orleans","Commentaries,Behind the Scenes",2006,6,4.99,20.99,English,Documentary,3
589,"MODERN DORADO",74,"A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans","Trailers,Commentaries,Deleted Scenes",2006,3,0.99,20.99,English,Documentary,4
616,"NATIONAL STORY",92,"A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California",Trailers,2006,4,2.99,19.99,English,Documentary,6
622,"NEWSIES STORY",159,"A Action-Packed Character Study of a Dog And a Lumberjack who must Outrace a Moose in The Gulf of Mexico","Trailers,Deleted Scenes",2006,4,0.99,25.99,English,Documentary,2
627,"NORTH TEQUILA",67,"A Beautiful Character Study of a Mad Cow And a Robot who must Reach a Womanizer in New Orleans","Commentaries,Deleted Scenes,Behind the Scenes",2006,4,4.99,9.99,English,Documentary,3
629,"NOTORIOUS REUNION",128,"A Amazing Epistle of a Woman And a Squirrel who must Fight a Hunter in A Baloon","Trailers,Commentaries,Deleted Scenes",2006,7,0.99,9.99,English,Documentary,4
650,"PACIFIC AMISTAD",144,"A Thrilling Yarn of a Dog And a Moose who must Kill a Pastry Chef in A Manhattan Penthouse","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,3,0.99,27.99,English,Documentary,6
670,"PELICAN COMFORTS",48,"A Epic Documentary of a Boy And a Monkey who must Pursue a Astronaut in Berlin","Commentaries,Deleted Scenes",2006,4,4.99,17.99,English,Documentary,7
687,"POCUS PULP",138,"A Intrepid Yarn of a Frisbee And a Dog who must Build a Astronaut in A Baloon Factory","Commentaries,Deleted Scenes,Behind the Scenes",2006,6,0.99,15.99,English,Documentary,7
698,"PRINCESS GIANT",71,"A Thrilling Yarn of a Pastry Chef And a Monkey who must Battle a Monkey in A Shark Tank","Trailers,Deleted Scenes",2006,3,2.99,29.99,English,Documentary,7
708,"QUILLS BULL",112,"A Thoughtful Story of a Pioneer And a Woman who must Reach a Moose in Australia","Trailers,Behind the Scenes",2006,4,4.99,19.99,English,Documentary,4
734,"ROAD ROXANNE",158,"A Boring Character Study of a Waitress And a Astronaut who must Fight a Crocodile in Ancient Japan","Behind the Scenes",2006,4,4.99,12.99,English,Documentary,6
757,"SAGEBRUSH CLUELESS",106,"A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan",Trailers,2006,4,2.99,28.99,English,Documentary,5
776,"SECRET GROUNDHOG",90,"A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans","Commentaries,Deleted Scenes",2006,6,4.99,11.99,English,Documentary,5
788,"SHIP WONDERLAND",104,"A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback",Commentaries,2006,5,2.99,15.99,English,Documentary,4
791,"SHOW LORD",167,"A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan","Deleted Scenes",2006,3,4.99,24.99,English,Documentary,6
812,"SMOKING BARBARELLA",50,"A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention","Behind the Scenes",2006,7,0.99,13.99,English,Documentary,6
834,"SPOILERS HELLFIGHTERS",151,"A Fanciful Story of a Technical Writer And a Squirrel who must Defeat a Dog in The Gulf of Mexico","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,4,0.99,26.99,English,Documentary,3
855,"STREAK RIDGEMONT",132,"A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans","Trailers,Behind the Scenes",2006,7,0.99,28.99,English,Documentary,4
888,"THIN SAGEBRUSH",53,"A Emotional Drama of a Husband And a Lumberjack who must Build a Cat in Ancient India","Behind the Scenes",2006,5,4.99,9.99,English,Documentary,4
925,"UNITED PILOT",164,"A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert","Trailers,Deleted Scenes",2006,3,0.99,27.99,English,Documentary,5
926,"UNTOUCHABLES SUNRISE",120,"A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House","Trailers,Deleted Scenes",2006,5,2.99,11.99,English,Documentary,2
945,"VIRGINIAN PLUTO",164,"A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin","Deleted Scenes",2006,5,0.99,22.99,English,Documentary,8
952,"WAGON JAWS",152,"A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse","Deleted Scenes,Behind the Scenes",2006,7,2.99,17.99,English,Documentary,3
960,"WARS PLUTO",128,"A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert","Commentaries,Behind the Scenes",2006,5,2.99,15.99,English,Documentary,3
966,"WEDDING APOLLO",70,"A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft",Trailers,2006,3,0.99,14.99,English,Documentary,6
973,"WIFE TURN",183,"A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan","Deleted Scenes,Behind the Scenes",2006,3,4.99,27.99,English,Documentary,8
992,"WRATH MILE",176,"A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery","Trailers,Commentaries",2006,5,0.99,17.99,English,Documentary,4
996,"YOUNG LANGUAGE",183,"A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station","Trailers,Behind the Scenes",2006,6,0.99,9.99,English,Documentary,2
61,"BEAUTY GREASE",175,"A Fast-Paced Display of a Composer And a Moose who must Sink a Robot in An Abandoned Mine Shaft","Trailers,Commentaries",2006,5,4.99,28.99,English,Drama,6
64,"BEETHOVEN EXORCIST",151,"A Epic Display of a Pioneer And a Student who must Challenge a Butler in The Gulf of Mexico","Commentaries,Behind the Scenes",2006,6,0.99,26.99,English,Drama,3
79,"BLADE POLISH",114,"A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station","Trailers,Behind the Scenes",2006,5,0.99,10.99,English,Drama,6
98,"BRIGHT ENCOUNTERS",73,"A Fateful Yarn of a Lumberjack And a Feminist who must Conquer a Student in A Jet Boat",Trailers,2006,4,4.99,12.99,English,Drama,3
107,"BUNCH MINDS",63,"A Emotional Story of a Feminist And a Feminist who must Escape a Pastry Chef in A MySQL Convention","Behind the Scenes",2006,4,2.99,13.99,English,Drama,2
143,"CHILL LUCK",142,"A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies","Trailers,Commentaries,Deleted Scenes",2006,6,0.99,17.99,English,Drama,7
146,"CHITTY LOCK",107,"A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station",Commentaries,2006,6,2.99,24.99,English,Drama,3
172,"CONEHEADS SMOOCHY",112,"A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria","Deleted Scenes,Behind the Scenes",2006,7,4.99,12.99,English,Drama,7
173,"CONFESSIONS MAGUIRE",65,"A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon","Behind the Scenes",2006,7,4.99,25.99,English,Drama,5
179,"CONQUERER NUTS",173,"A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft","Commentaries,Deleted Scenes,Behind the Scenes",2006,4,4.99,14.99,English,Drama,4
186,"CRAFT OUTFIELD",64,"A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory","Deleted Scenes,Behind the Scenes",2006,6,0.99,17.99,English,Drama,4
204,"DALMATIONS SWEDEN",106,"A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse","Trailers,Commentaries,Deleted Scenes",2006,4,0.99,25.99,English,Drama,6
209,"DARKNESS WAR",99,"A Touching Documentary of a Husband And a Hunter who must Escape a Boy in The Sahara Desert","Deleted Scenes,Behind the Scenes",2006,6,2.99,24.99,English,Drama,4
218,"DECEIVER BETRAYED",122,"A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,7,0.99,22.99,English,Drama,7
225,"DESTINATION JERK",76,"A Beautiful Yarn of a Teacher And a Cat who must Build a Car in A U-Boat","Trailers,Commentaries,Behind the Scenes",2006,3,0.99,19.99,English,Drama,3
230,"DIARY PANIC",107,"A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India","Commentaries,Behind the Scenes",2006,7,2.99,20.99,English,Drama,2
272,"EDGE KISSING",153,"A Beautiful Yarn of a Composer And a Mad Cow who must Redeem a Mad Scientist in A Jet Boat","Deleted Scenes",2006,5,4.99,9.99,English,Drama,4
282,"ENCOUNTERS CURTAIN",92,"A Insightful Epistle of a Pastry Chef And a Womanizer who must Build a Boat in New Orleans",Trailers,2006,5,0.99,20.99,English,Drama,6
366,"GOLDFINGER SENSIBILITY",93,"A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans","Trailers,Commentaries,Behind the Scenes",2006,3,0.99,29.99,English,Drama,7
368,"GONE TROUBLE",84,"A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse","Deleted Scenes,Behind the Scenes",2006,7,2.99,20.99,English,Drama,2
379,"GREEDY ROOTS",166,"A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies","Trailers,Commentaries,Deleted Scenes",2006,7,0.99,14.99,English,Drama,4
396,"HANGING DEEP",62,"A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin","Trailers,Commentaries,Deleted Scenes",2006,5,4.99,18.99,English,Drama,4
401,"HAROLD FRENCH",168,"A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert","Commentaries,Deleted Scenes,Behind the Scenes",2006,6,0.99,10.99,English,Drama,2
403,"HARRY IDAHO",121,"A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California","Commentaries,Deleted Scenes",2006,5,4.99,18.99,English,Drama,8
418,"HOBBIT ALIEN",157,"A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station",Commentaries,2006,5,0.99,27.99,English,Drama,8
439,"HUNCHBACK IMPOSSIBLE",151,"A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan","Trailers,Deleted Scenes",2006,4,4.99,28.99,English,Drama,6
473,"JACKET FRISCO",181,"A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon","Trailers,Deleted Scenes,Behind the Scenes",2006,5,2.99,16.99,English,Drama,5
504,"KWAI HOMEWARD",46,"A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia","Trailers,Commentaries",2006,5,0.99,25.99,English,Drama,6
514,"LEBOWSKI SOLDIERS",69,"A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China","Commentaries,Deleted Scenes",2006,6,2.99,17.99,English,Drama,6
521,"LIES TREATMENT",147,"A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station","Commentaries,Deleted Scenes,Behind the Scenes",2006,7,4.99,28.99,English,Drama,7
539,"LUCK OPUS",152,"A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank","Trailers,Commentaries,Behind the Scenes",2006,7,2.99,21.99,English,Drama,2
585,"MOB DUFFEL",105,"A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies",Trailers,2006,4,0.99,25.99,English,Drama,4
618,"NECKLACE OUTBREAK",132,"A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California","Trailers,Commentaries,Behind the Scenes",2006,3,0.99,21.99,English,Drama,4
630,"NOTTING SPEAKEASY",48,"A Thoughtful Display of a Butler And a Womanizer who must Find a Waitress in The Canadian Rockies","Trailers,Commentaries",2006,7,0.99,19.99,English,Drama,3
643,"ORIENT CLOSER",118,"A Astounding Epistle of a Technical Writer And a Teacher who must Fight a Squirrel in The Sahara Desert","Commentaries,Deleted Scenes",2006,3,2.99,22.99,English,Drama,6
662,"PATHS CONTROL",118,"A Astounding Documentary of a Butler And a Cat who must Find a Frisbee in Ancient China","Trailers,Behind the Scenes",2006,3,4.99,9.99,English,Drama,4
666,"PAYCHECK WAIT",145,"A Awe-Inspiring Reflection of a Boy And a Man who must Discover a Moose in The Sahara Desert","Commentaries,Deleted Scenes",2006,4,4.99,27.99,English,Drama,5
683,"PITY BOUND",60,"A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria",Commentaries,2006,5,4.99,19.99,English,Drama,8
706,"QUEEN LUKE",163,"A Astounding Story of a Girl And a Boy who must Challenge a Composer in New Orleans","Commentaries,Deleted Scenes,Behind the Scenes",2006,5,4.99,22.99,English,Drama,6
709,"RACER EGG",147,"A Emotional Display of a Monkey And a Waitress who must Reach a Secret Agent in California","Trailers,Commentaries,Deleted Scenes",2006,7,2.99,19.99,English,Drama,6
728,"REUNION WITCHES",63,"A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory",Commentaries,2006,3,0.99,26.99,English,Drama,5
739,"ROCKY WAR",145,"A Fast-Paced Display of a Squirrel And a Explorer who must Outgun a Mad Scientist in Nigeria","Trailers,Commentaries,Behind the Scenes",2006,4,4.99,17.99,English,Drama,5
758,"SAINTS BRIDE",125,"A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico","Deleted Scenes",2006,5,2.99,11.99,English,Drama,3
766,"SAVANNAH TOWN",84,"A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico","Commentaries,Deleted Scenes,Behind the Scenes",2006,5,0.99,25.99,English,Drama,3
771,"SCORPION APOLLO",137,"A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House","Commentaries,Deleted Scenes",2006,3,4.99,23.99,English,Drama,7
772,"SEA VIRGIN",80,"A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat","Deleted Scenes",2006,4,2.99,24.99,English,Drama,6
775,"SEATTLE EXPECATIONS",110,"A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert",Trailers,2006,4,4.99,18.99,English,Drama,5
790,"SHOOTIST SUPERFLY",67,"A Fast-Paced Story of a Crocodile And a A Shark who must Sink a Pioneer in Berlin",Trailers,2006,6,0.99,22.99,English,Drama,7
803,"SLACKER LIAISONS",179,"A Fast-Paced Tale of a A Shark And a Student who must Meet a Crocodile in Ancient China","Trailers,Commentaries,Behind the Scenes",2006,7,4.99,29.99,English,Drama,6
818,"SOMETHING DUCK",180,"A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station","Commentaries,Behind the Scenes",2006,4,4.99,17.99,English,Drama,5
827,"SPICE SORORITY",141,"A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,5,4.99,22.99,English,Drama,6
882,"TENENBAUMS COMMAND",99,"A Taut Display of a Pioneer And a Man who must Reach a Girl in The Gulf of Mexico","Trailers,Commentaries",2006,4,0.99,24.99,English,Drama,4
897,"TORQUE BOUND",179,"A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan","Trailers,Commentaries",2006,3,4.99,27.99,English,Drama,8
907,"TRANSLATION SUMMER",168,"A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention",Trailers,2006,4,0.99,10.99,English,Drama,4
910,"TREATMENT JEKYLL",87,"A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft","Trailers,Deleted Scenes,Behind the Scenes",2006,3,0.99,19.99,English,Drama,2
923,"UNFAITHFUL KILL",78,"A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans","Commentaries,Deleted Scenes",2006,7,2.99,12.99,English,Drama,3
942,"VIETNAM SMOOCHY",174,"A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia","Deleted Scenes,Behind the Scenes",2006,7,0.99,27.99,English,Drama,4
944,"VIRGIN DAISY",179,"A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank","Trailers,Behind the Scenes",2006,6,4.99,29.99,English,Drama,5
958,"WARDROBE PHANTOM",178,"A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India","Trailers,Commentaries",2006,6,2.99,19.99,English,Drama,6
969,"WEST LION",159,"A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse",Trailers,2006,4,4.99,29.99,English,Drama,4
979,"WITCHES PANIC",100,"A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria","Commentaries,Behind the Scenes",2006,6,4.99,10.99,English,Drama,7
5,"AFRICAN EGG",130,"A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico","Deleted Scenes",2006,6,2.99,22.99,English,Family,3
31,"APACHE DIVINE",92,"A Awe-Inspiring Reflection of a Pastry Chef And a Teacher who must Overcome a Sumo Wrestler in A U-Boat","Commentaries,Deleted Scenes,Behind the Scenes",2006,5,4.99,16.99,English,Family,8
43,"ATLANTIS CAUSE",170,"A Thrilling Yarn of a Feminist And a Hunter who must Fight a Technical Writer in A Shark Tank","Behind the Scenes",2006,6,2.99,15.99,English,Family,7
50,"BAKED CLEOPATRA",182,"A Stunning Drama of a Forensic Psychologist And a Husband who must Overcome a Waitress in A Monastery","Commentaries,Behind the Scenes",2006,3,2.99,20.99,English,Family,5
53,"BANG KWAI",87,"A Epic Drama of a Madman And a Cat who must Face a A Shark in An Abandoned Amusement Park","Commentaries,Deleted Scenes,Behind the Scenes",2006,5,2.99,25.99,English,Family,2
63,"BEDAZZLED MARRIED",73,"A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House","Trailers,Deleted Scenes,Behind the Scenes",2006,6,0.99,21.99,English,Family,4
71,"BILKO ANONYMOUS",100,"A Emotional Reflection of a Teacher And a Man who must Meet a Cat in The First Manned Space Station","Commentaries,Deleted Scenes,Behind the Scenes",2006,3,4.99,25.99,English,Family,4
80,"BLANKET BEVERLY",148,"A Emotional Documentary of a Student And a Girl who must Build a Boat in Nigeria",Trailers,2006,7,2.99,21.99,English,Family,4
82,"BLOOD ARGONAUTS",71,"A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse","Trailers,Commentaries,Behind the Scenes",2006,3,0.99,13.99,English,Family,2
83,"BLUES INSTINCT",50,"A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House","Trailers,Deleted Scenes,Behind the Scenes",2006,5,2.99,18.99,English,Family,5
94,"BRAVEHEART HUMAN",176,"A Insightful Story of a Dog And a Pastry Chef who must Battle a Girl in Berlin","Trailers,Deleted Scenes",2006,7,2.99,14.99,English,Family,2
139,"CHASING FIGHT",114,"A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank","Trailers,Commentaries",2006,7,4.99,21.99,English,Family,6
145,"CHISUM BEHAVIOR",124,"A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India","Trailers,Commentaries,Behind the Scenes",2006,5,4.99,25.99,English,Family,3
147,"CHOCOLAT HARRY",101,"A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan","Commentaries,Behind the Scenes",2006,5,0.99,16.99,English,Family,6
175,"CONFUSED CANDLES",122,"A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,3,2.99,27.99,English,Family,5
183,"CONVERSATION DOWNHILL",112,"A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention",Commentaries,2006,4,4.99,14.99,English,Family,6
213,"DATE SPEED",104,"A Touching Saga of a Composer And a Moose who must Discover a Dentist in A MySQL Convention",Commentaries,2006,4,0.99,19.99,English,Family,4
231,"DINOSAUR SECRETARY",63,"A Action-Packed Drama of a Feminist And a Girl who must Reach a Robot in The Canadian Rockies","Trailers,Behind the Scenes",2006,7,2.99,27.99,English,Family,8
